quote,author,category
"Nippers was a whiskered, sallow, and, upon the whole, rather piratical-looking young man of about five and twenty. I always deemed him the victim of two evil powers — ambition and indigestion.","Herman Melville, Bartleby the Scrivener","ambition, description, indigestion, young-men"
"Are not half our lives spent in reproaches for foregone actions, of the true nature and consequences of which we were wholly ignorant at the time?","Herman Melville, Mardi and a Voyage Thither","blame, reproach, waste"
"Of all tools used in the shadow of the moon, men are the most apt to get out of order.","Herman Melville, Moby-Dick or, The Whale","humanity, manipulation, mankind, resilience"
"But though, to landsmen in general, the native inhabitants of the seas have ever regarded with emotions unspeakably unsocial and repelling; though we know the sea to be an everlasting terra incognita, so that Columbus sailed over numberless unknown worlds to discover his one superficial western one; though, by vast odds, the most terrific of all mortal disasters have immemorially and indiscriminately befallen tens and hundreds of thousands of those who have gone upon the waters; though but a moment’s consideration will teach that, however baby man may brag of his science and skill, and however much, in a flattering future, that science and skill may augment; yet for ever and for ever, to the crack of doom, the sea will insult and murder him, and pulverize the stateliest, stiffest frigate he can make; nevertheless, by the continual repetition of these very impressions, man has lost that sense of the full awfulness of the sea which aboriginally belongs to it.","Herman Melville, Moby-Dick or, The Whale","danger, sea, the-ocean"
...the great floodgates of the wonder-world swung open...,"Herman Melville, Moby-Dick or, The Whale","flood, wonder"
"At last the anchor was up, the sails were set, and off we glided. It was a short, cold Christmas; and as the short northern day merged into night, we found ourselves almost broad upon the wintry ocean, whose freezing spray cased us in ice, as in polished armor. The long rows of teeth on the bulwarks glistened in the moonlight; and like the white ivory tusks of some huge elephant, vast curving icicles depended from the bows.","Herman Melville, Moby-Dick or, The Whale",christmas
"Human madness is oftentimes a cunning and most feline thing. When you think it fled, it may have but become transfigured into some still subtler form.","Herman Melville, Moby-Dick or, The Whale",madness
"All my means are sane, my motive and my object mad.","Herman Melville, Moby-Dick or, The Whale","allegory, efficiency, ends, instrumental-rationality, madness, means, modern-age, modernity, sanity"
"All are born with halters round their necks; but it is only when caught in the swift, sudden turn of death, that mortals realize the silent, subtle, ever-present perils of life.","Herman Melville, Moby-Dick or, The Whale","death, dying, life, mortal, mortality"
"Glimpses do ye seem to see of that mortally intolerable truth; that all deep, earnest thinking is but the intrepid effort of the soul to keep the open independence of her sea; while the wildest winds of heaven and earth conspire to cast her on the treacherous, slavish shore.","Herman Melville, Moby-Dick or, The Whale","independence, life, soul, struggle, truth"
"Here, brush this old hair aside; it blinds me, that I seem to weep. Locks so grey did never grow but from out some ashes! But do I look very old, so very, very old, Starbuck? I feel deadly faint, bowed, and humped, as though I were Adam, staggering beneath the piled centuries since Paradise.","Herman Melville, Moby-Dick or, The Whale","reflection, reverie"
"how I wish I could fist a bit of old-fashioned beef in the fore-castle, as I used to when i was before the mast.","Herman Melville, Moby-Dick or, The Whale",nostalgia
Genius is full of trash.,Herman Melville,genius
"It does seem to me, that herein we see the rare virtue of a strong individual vitality, and the rare virtue of thick walls, and the rare virtue of interior spaciousness. Oh, man! admire and model thyself after the whale! Do thou, too, remain warm among ice. Do thou, too, live in this world without being of it. Be cool at the equator; keep thy blood fluid at the Pole. Like the great dome of St. Peter's, and like the great whale, retain, O man! in all seasons a temperature of thine own.","Herman Melville, Moby-Dick or, The Whale","in-the-world-but-not-of-it, individual-vitality, virtue"
"There is, one knows not what sweet mystery about this sea, whose gently awful stirrings seem to speak of some hidden soul beneath...","Herman Melville, Moby-Dick or, The Whale","mermaid, mermaids, moby-dick, ocean, sea, siren, sirens, supernatural"
"Call me Ishmael. Some years ago--never mind how long precisely--having little or no money in my purse, and nothing particular to interest me on shore, I thought I would sail about a little and see the watery part of the world. It is a way I have of driving off the spleen and regulating the circulation. Whenever I find myself growing grim about the mouth; whenever it is a damp, drizzly November in my soul; whenever I find myself involuntarily pausing before coffin warehouses, and bringing up the rear of every funeral I meet; and especially whenever my hypos get such an upper hand of me, that it requires a strong moral principle to prevent me from deliberately stepping into the street, and methodically knocking people's hats off--then, I account it high time to get to sea as soon as I can. This is my substitute for pistol and ball. With a philosophical flourish Cato throws himself upon his sword; I quietly take to the ship. There is nothing surprising in this.If they but knew it, almost all men in their degree, some time or other, cherish very nearly the same feelings towards the ocean with me.There now is your insular city of the Manhattoes, belted round by wharves as Indian isles by coral reefs--commerce surrounds it with her surf. Right and left, the streets take you waterward. Its extreme downtown is the battery, where that noble mole is washed by waves, and cooled by breezes, which a few hours previous were out of sight of land. Look at the crowds of water-gazers there.Circumambulate the city of a dreamy Sabbath afternoon. Go from Corlears Hook to Coenties Slip, and from thence, by Whitehall, northward. What do you see?--Posted like silent sentinels all around the town, stand thousands upon thousands of mortal men fixed in ocean reveries. Some leaning against the spiles; some seated upon the pier-heads; some looking over the bulwarks of ships from China; some high aloft in the rigging, as if striving to get a still better seaward peep. But these are all landsmen; of week days pent up in lath and plaster--tied to counters, nailed to benches, clinched to desks. How then is this? Are the green fields gone? What do they here?But look! here come more crowds, pacing straight for the water, and seemingly bound for a dive. Strange! Nothing will content them but the extremest limit of the land; loitering under the shady lee of yonder warehouses will not suffice. No. They must get just as nigh the water as they possibly can without falling in. And there they stand--miles of them--leagues. Inlanders all, they come from lanes and alleys, streets and avenues--north, east, south, and west. Yet here they all unite. Tell me, does the magnetic virtue of the needles of the compasses of all those ships attract them thither?Once more. Say you are in the country; in some high land of lakes. Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream. There is magic in it. Let the most absent-minded of men be plunged in his deepest reveries--stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region. Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor. Yes, as every one knows, meditation and water are wedded for ever.","Herman Melville, Moby-Dick or, The Whale","american, first-lines, water, whale"
